Id,VIN,Model,MSRP,CreateDate
8035,WP1AB2A51GLB41722,2016 Porsche Macan S,59810,2017-02-16 13:15:50.580000000
8036,WP0CA2A9XDS141171,2013 Porsche 911 Carrera Cabriolet,112795,2017-02-16 15:19:24.093000000
8037,WP0AB2A95ES121223,2014 Porsche 911 Carrera S,116265,2017-02-16 15:21:32.137000000
8038,WP0AB2A96DS121021,2013 Porsche 911 Carrera 4S,130805,2017-02-16 15:22:36.267000000
8039,WP0AB29962S685768,2002 Porsche 911 Turbo Coupe,118435,2017-02-16 16:06:02.440000000
8040,WP0AF2A96GS192521,2016 Porsche 911 GT3 RS,205775,2017-02-16 18:14:17.120000000
8041,WP1AA2A56HLB06761,2017 Porsche Macan,53610,2017-02-16 18:15:12.927000000
8042,WP0CA2A97CS140235,2012 Porsche The new 911 Carrera Cabriolet,109700,2017-02-16 18:55:46.930000000
8043,WP1AD2A21DLA70484,2013 Porsche Cayenne GTS,105640,2017-02-16 19:45:19.927000000
8044,WP0CB29969S755014,2009 Porsche Carrera S Cabriolet,111065,2017-02-16 20:05:15.317000000
8045,WP0AB2A92DS121100,2013 Porsche 911 Carrera S,114880,2017-02-16 20:29:32.030000000
8046,WP0AA29999S706707,2009 Porsche Carrera Coupe,76180,2017-02-17 06:27:40.353000000
8047,WP1AB2A23ELA55959,2014 Porsche Cayenne S,85770,2017-02-17 06:37:24.167000000
8048,WP0AB29927S730955,2007 Porsche 911 Carrera 4S,103670,2017-02-17 07:51:21.937000000
8049,WP0AB29918S731421,2008 Porsche Carrera 4S Coupe,100570,2017-02-17 08:25:13.727000000
8050,WP1AD2A23ELA77891,2014 Porsche Cayenne GTS,103145,2017-02-17 08:26:49.810000000
8051,WP0AB29907S731716,2007 Porsche Carrera 4S Coupe,91935,2017-02-17 08:27:11.493000000
8052,WP0AB29958S731616,2008 Porsche Carrera 4S Coupe,105360,2017-02-17 08:39:18.607000000
8053,WP0AB29958S731616,2008 Porsche Carrera 4S Coupe,105360,2017-02-17 08:39:18.813000000
8054,WP0AB2A96CS121986,2012 Porsche The new 911 Carrera S,112540,2017-02-17 10:58:53.727000000
8055,WP0AB2A74CL061067,2012 Porsche Panamera S,111100,2017-02-17 11:22:20.160000000
8056,WP0AC29987S792857,2007 Porsche 911 GT3 RS,132045,2017-02-17 11:44:20.540000000
8057,WP0CB29974S676749,2004 Porsche 911 Turbo Cabriolet,196145,2017-02-17 12:43:24.323000000
8058,WP0AA2A93DS107421,2013 Porsche 911 Carrera,98985,2017-02-17 14:15:20.083000000
8059,WP0CB2A90CS754489,2012 Porsche 911 Carrera S Cabriolet,110330,2017-02-17 19:01:15.370000000
8060,WP0AD29937S786087,2007 Porsche 911 Turbo Coupe,134910,2017-02-17 19:09:38.837000000
8061,WP0AB2A9XBS721361,2011 Porsche Carrera S Coupe,104025,2017-02-17 19:41:18.713000000
8062,WP0AB2A92BS720804,2011 Porsche 911 Carrera GTS,121140,2017-02-17 20:09:58.620000000
8063,WP1AB2A2XCLA49105,2012 Porsche Cayenne S E2 I,90250,2017-02-17 21:36:47.600000000
8064,WP1AC2A29GLA86214,2016 Porsche Cayenne Turbo S,175020,2017-02-17 21:48:19.597000000
8065,WP0AC2A96FS183437,2015 Porsche 911 GT3,157970,2017-02-18 03:18:08.347000000
8066,WP1AD2A24DLA72598,2013 Porsche Cayenne GTS,94235,2017-02-18 08:16:11.893000000
8067,WP1AD2A21DLA77001,2013 Porsche Cayenne GTS,110050,2017-02-18 08:25:10.987000000
8068,WP1AD2A24ELA75034,2014 Porsche Cayenne GTS,102770,2017-02-18 08:32:18.383000000
8069,WP1AD2A22ELA76649,2014 Porsche Cayenne GTS,109325,2017-02-18 08:53:26.990000000
8070,WP0AD2A95ES167676,2014 Porsche 911 Turbo S,194765,2017-02-18 09:44:27.777000000
8071,WP0CC2A80GS152833,2016 Porsche Boxster Spyder,102695,2017-02-18 10:26:24.597000000
8072,WP1AD2A27DLA70604,2013 Porsche Cayenne GTS,99145,2017-02-18 10:55:25.310000000
8073,WP1AC2A23FLA80505,2015 Porsche Cayenne Turbo,121365,2017-02-18 11:25:25.743000000
8074,WP0AA29828U760280,2008 Porsche Cayman,55380,2017-02-18 12:48:16.017000000
8075,WP0AA29963S621119,2003 Porsche 911 Carrera Coupe,85150,2017-02-18 14:35:16.410000000
8076,WP0AA29913S622436,2003 Porsche Carrera 4S Coupe,86845,2017-02-18 15:27:50.600000000
8077,WP0AB2A90GS122279,2016 Porsche 911 Carrera GTS,138415,2017-02-18 18:04:20.890000000
8078,WP1AD2A28DLA72233,2013 Porsche Cayenne GTS,102385,2017-02-18 20:42:29.157000000
8079,WP1AD2A28DLA70725,2013 Porsche Cayenne GTS,93665,2017-02-18 20:52:04.173000000
8080,WP1AD2A27DLA79271,2013 Porsche Cayenne GTS,93995,2017-02-18 20:54:26.750000000
8081,WP1AD2A21DLA71439,2013 Porsche Cayenne GTS,93820,2017-02-18 20:56:54.663000000
8082,WP1AD2A21DLA70534,2013 Porsche Cayenne GTS,101960,2017-02-18 21:01:00.380000000
8083,WP1AD2A23DLA72799,2013 Porsche Cayenne GTS,101475,2017-02-18 21:06:03.353000000
8084,WP1AD2A24DLA72732,2013 Porsche Cayenne GTS,99890,2017-02-18 21:07:12.293000000
8085,WP1AA2A26ELA97576,2014 Porsche Cayenne Tiptronic,61850,2017-02-18 21:14:13.440000000
8086,WP1AD2A29DLA75609,2013 Porsche Cayenne GTS,91930,2017-02-18 21:18:19.633000000
8087,WP1AD2A2XDLA74579,2013 Porsche Cayenne GTS,102185,2017-02-18 21:18:45.557000000
8088,WP0AB2A73BL060300,2011 Porsche Panamera 4S,113510,2017-02-18 21:18:55.897000000
8089,WP1AD2A25DLA78474,2013 Porsche Cayenne GTS,94435,2017-02-18 21:19:59.147000000
8090,WP0AB29972S687593,2002 Porsche 911 Turbo Coupe,119385,2017-02-18 21:48:39.033000000
8091,WP1AC2A29BLA81068,2011 Porsche Cayenne Turbo E2,117865,2017-02-18 22:21:54.013000000
8092,WP0BA299X2S635740,2002 Porsche 911 Carrera Targa,88255,2017-02-19 10:04:43.187000000
8093,WP0AA2A94FS106104,2015 Porsche 911 Carrera,92250,2017-02-19 10:16:16.287000000
8094,WP0AA2A94DS107248,2013 Porsche 911 Carrera,101450,2017-02-19 11:39:27.483000000
8095,WP1AA2A51HLB05985,2017 Porsche Macan,65100,2017-02-19 13:55:10.720000000
8096,WP1AB2A24BLA42973,2011 Porsche Cayenne S E2 I,77485,2017-02-19 16:08:54.817000000
8097,WP1AB2A29CLA50908,2012 Porsche Cayenne S E2 I,82280,2017-02-19 16:13:15.450000000
8098,WP0CD2A99AS773128,2010 Porsche 911 Turbo Cabriolet,160305,2017-02-19 16:27:14.327000000
8099,WP1AD29PX8LA70764,2008 Porsche Cayenne GTS Tiptronic,86465,2017-02-19 17:40:12.667000000
8100,WP1AD29P29LA64300,2009 Porsche Cayenne GTS Tiptronic,91890,2017-02-19 17:45:16.940000000
8101,WP0AB29988S732310,2008 Porsche Carrera 4S Coupe,106150,2017-02-19 17:51:56.213000000
8102,WP0AB29948S731560,2008 Porsche Carrera 4S Coupe,106535,2017-02-19 17:55:09.777000000
8103,WP1AB2A20BLA53291,2011 Porsche Cayenne S E2 I,77805,2017-02-19 18:03:28.617000000
8104,WP1AB2A29CLA42078,2012 Porsche Cayenne S E2 I,87910,2017-02-19 18:07:46.580000000
8105,WP0AA2A94CS706097,2012 Porsche 911 Carrera,85160,2017-02-19 18:46:40
8106,WP0CB2A97AS754454,2010 Porsche Carrera S Cabriolet,119580,2017-02-19 18:51:26.733000000
8107,WP0AB2A97CS120247,2012 Porsche The new 911 Carrera S,110325,2017-02-19 18:52:39.910000000
8108,WP1AB2A22ELA56200,2014 Porsche Cayenne S,80715,2017-02-19 20:57:27.403000000
8109,WP0AA2A95DS107033,2013 Porsche 911 Carrera,104360,2017-02-19 21:06:00.127000000
8110,WP0AB29923S685297,2003 Porsche 911 Turbo Coupe,151395,2017-02-19 21:07:17.333000000
8111,WP0AB2A9XGS122550,2016 Porsche 911 Carrera GTS,145005,2017-02-19 21:21:05.533000000
8112,WP0AB2A95GS122875,2016 Porsche 911 Carrera GTS,148335,2017-02-19 21:21:53.170000000
8113,WP0BB2A96FS135329,2015 Porsche 911 Targa 4S,137985,2017-02-19 21:30:27.083000000
8114,WP0CD29938S788884,2008 Porsche 911 Turbo Cabriolet,142400,2017-02-20 02:37:05.177000000
8115,WP0CD29988S788623,2008 Porsche 911 Turbo Cabriolet,144310,2017-02-20 02:42:17.450000000
8116,WP0AA2A91ES107435,2014 Porsche 911 Carrera,97805,2017-02-20 05:41:46.107000000
8117,WP1AD2APXALA60236,2010 Porsche Cayenne GTS Tiptronic,88550,2017-02-20 07:46:31.820000000
8118,WP0AB2A73EL055912,2014 Porsche Panamera S,106880,2017-02-20 07:47:47.400000000
8119,WP1AC29P39LA80086,2009 Porsche Cayenne Turbo,104370,2017-02-20 07:56:50.510000000
8120,WP1AD29P19LA65745,2009 Porsche Cayenne GTS Tiptronic,90685,2017-02-20 08:08:12.807000000
8121,WP1AC29P39LA80573,2009 Porsche Cayenne Turbo,106910,2017-02-20 08:30:42.603000000
8122,WP1AC29P16LA90496,2006 Porsche Cayenne Turbo,134430,2017-02-20 08:35:51.787000000
8123,WP0AB2A77AL062002,2010 Porsche Panamera 4S,125570,2017-02-20 09:55:53.350000000
8124,WP1AD2A22DLA79324,2013 Porsche Cayenne GTS,106975,2017-02-20 10:55:47.917000000
8125,WP0AB29932S686702,2002 Porsche 911 Turbo Coupe,119055,2017-02-20 11:43:35.747000000
8126,WP0AB29951S686862,2001 Porsche 911 Turbo Coupe,130465,2017-02-20 11:52:12.300000000
8127,WP0AB2A75AL063813,2010 Porsche Panamera 4S,114475,2017-02-20 13:10:41.003000000
8128,WP0CD2A97AS773144,2010 Porsche 911 Turbo Cabriolet,160925,2017-02-20 13:11:16.067000000
8129,WP1AB2A21BLA54336,2011 Porsche Cayenne S E2 I,77495,2017-02-20 15:56:53.077000000
8130,WP0AB2A97ES120669,2014 Porsche 911 Carrera S,114735,2017-02-20 15:59:35.200000000
8131,WP0CD29988S788900,2008 Porsche 911 Turbo Cabriolet,154845,2017-02-20 16:09:26.003000000
8132,WP0CD29958S788403,2008 Porsche 911 Turbo Cabriolet,147835,2017-02-20 16:12:19.097000000
8133,WP0AB2A84FK182619,2015 Porsche Cayman GTS,104265,2017-02-20 16:55:56.313000000
8134,WP1AD2A28DLA77352,2013 Porsche Cayenne GTS,94435,2017-02-20 18:27:23.893000000
8135,WP0AB2A94CS120349,2012 Porsche The new 911 Carrera S,110325,2017-02-20 18:52:12.973000000
8136,WP0CA2A93DS140136,2013 Porsche 911 Carrera Cabriolet (991),111620,2017-02-20 19:04:20.140000000
8137,WP0AB2A95DS120748,2013 Porsche 911 Carrera S,102555,2017-02-20 19:05:54.840000000
8138,WP0AB2A99CS121495,2012 Porsche The new 911 Carrera S,123520,2017-02-20 19:13:40.657000000
8139,WP0BB29967S755118,2007 Porsche Targa 4S,112445,2017-02-20 19:25:19.810000000
8140,WP0AB29997S731410,2007 Porsche Carrera S Coupe,99365,2017-02-20 23:21:41.973000000
8141,WP0AB29907S730419,2007 Porsche Carrera S Coupe,89345,2017-02-20 23:23:15.387000000
8142,WP0CD29949S773635,2009 Porsche 911 Turbo Cabriolet,154430,2017-02-21 07:06:08.023000000
8143,WP0CB29924S676769,2004 Porsche 911 Turbo Cabriolet,133050,2017-02-21 08:15:52.287000000
8144,WP0CD29938S789162,2008 Porsche 911 Turbo Cabriolet,141465,2017-02-21 08:17:29.803000000
8145,WP0CD2A91AS773169,2010 Porsche 911 Turbo Cabriolet,159055,2017-02-21 08:17:55.913000000
8146,WP0AB29973S686770,2003 Porsche 911 Turbo Coupe,126410,2017-02-21 08:34:17.160000000
8147,WP0AB2A91FS124489,2015 Porsche 911 Carrera GTS,133260,2017-02-21 09:29:00.517000000
8148,WP0AB2A91DS120391,2013 Porsche 911 Carrera S,141585,2017-02-21 10:47:19.383000000
8149,WP0AD29937S784095,2007 Porsche 911 Turbo Coupe,126600,2017-02-21 11:44:50.170000000
8150,WP0AB2A96FS125167,2015 Porsche 911 Carrera 4S,132050,2017-02-21 12:28:44.250000000
8151,WP1AC29P28LA95547,2008 Porsche Cayenne Turbo,112750,2017-02-21 14:15:53.277000000
8152,WP0BB2A92FS133187,2015 Porsche 911 Targa 4S,142820,2017-02-21 18:15:51.120000000
8153,WP0AA29989S706309,2009 Porsche Carrera Coupe,84670,2017-02-21 19:03:42.893000000
8154,WP0CB29949S754198,2009 Porsche Carrera S Cabriolet,109465,2017-02-21 19:17:01.587000000
8155,WP0CB2A97AS755023,2010 Porsche Carrera S Cabriolet,117325,2017-02-21 19:20:33.837000000
8156,WP0CD29969S773135,2009 Porsche 911 Turbo Cabriolet,157805,2017-02-21 19:27:58.033000000
8157,WP0CB2A99DS154877,2013 Porsche 911 Carrera S Cabriolet (991),119555,2017-02-21 19:45:16.590000000
8158,WP0AB2A94DS123270,2013 Porsche 911 Carrera S,118740,2017-02-21 19:48:13.097000000
8159,WP0AB2A78BL060468,2011 Porsche Panamera 4S,105315,2017-02-21 19:49:26.753000000
8160,WP0AA2A84EK170780,2014 Porsche Cayman,59115,2017-02-21 19:56:11.847000000
8161,WP0BB2A92FS135036,2015 Porsche 911 Targa 4S,138765,2017-02-22 04:23:30.550000000
8162,WP0BB2A9XGS136114,2016 Porsche 911 Targa 4 GTS,149860,2017-02-22 04:38:47.140000000
8163,WP0BB2A94FS135135,2015 Porsche 911 Targa 4S,132245,2017-02-22 04:42:21.460000000
8164,WP0AA2A94FS106264,2015 Porsche 911 Carrera,99165,2017-02-22 07:13:06.580000000
8165,WP0AD29919S766150,2009 Porsche 911 Turbo Coupe,142105,2017-02-22 08:39:35.863000000
8166,WP1AB2A28BLA42748,2011 Porsche Cayenne S E2 I,72130,2017-02-22 11:29:15.367000000
8167,WP1AC29PX8LA81587,2008 Porsche Cayenne Turbo,107205,2017-02-22 11:33:03.197000000
8168,WP1AC2A21BLA82876,2011 Porsche Cayenne Turbo E2,113560,2017-02-22 11:37:55.740000000
8169,WP0CB29924S675704,2004 Porsche 911 Turbo Cabriolet,152085,2017-02-22 11:44:02.953000000
8170,WP1AC2A22CLA80054,2012 Porsche Cayenne Turbo E2,123535,2017-02-22 11:44:59.753000000
8171,WP0AB2A71AL064117,2010 Porsche Panamera 4S,116390,2017-02-22 11:50:21.887000000
8172,WP1AB2A28BLA48985,2011 Porsche Cayenne S E2 I,84045,2017-02-22 12:55:40.123000000
8173,WP0AB29808U780248,2008 Porsche Cayman S,68645,2017-02-22 13:28:53.957000000
8174,WP0AD2A92CS766225,2012 Porsche 911 Turbo S,162775,2017-02-22 13:40:38.630000000
8175,WP0AC29974S692793,2004 Porsche 911 GT3,110255,2017-02-22 15:04:01.820000000
8176,WP0CA2A9XFS141349,2015 Porsche 911 Carrera Cabriolet,112430,2017-02-22 16:21:23.097000000
8177,WP0AB29919S721618,2009 Porsche Carrera 4S Coupe,109965,2017-02-22 16:37:47.427000000
8178,WP0CB2A99BS754179,2011 Porsche Carrera C4S Cabriolet,122605,2017-02-22 16:42:22.780000000
8179,WP1AD2A22ELA71421,2014 Porsche Cayenne GTS,97970,2017-02-22 17:40:40.093000000
8180,WP1AD2A26DLA78628,2013 Porsche Cayenne GTS,113910,2017-02-22 17:45:20.180000000
8181,WP1AD2A25ELA73776,2014 Porsche Cayenne GTS,106800,2017-02-22 18:42:47.763000000
8182,WP1AD2A23ELA72593,2014 Porsche Cayenne GTS,95025,2017-02-22 18:49:18.507000000
8183,WP0AB29979S720599,2009 Porsche Carrera S Coupe,97385,2017-02-22 19:46:59.023000000
8184,WP1AD2AP7ALA30174,2010 Porsche 9PA,92260,2017-02-22 20:12:56.360000000
8185,WP1AD2AP8ALA61708,2010 Porsche Cayenne GTS Tiptronic,91575,2017-02-22 20:24:37.513000000
8186,WP0CB2A95DS155556,2013 Porsche 911 Carrera S Cabriolet,122215,2017-02-22 20:26:38.810000000
8187,WP1AD2AP4ALA40029,2010 Porsche 9PA,86985,2017-02-22 20:44:46.070000000
8188,WP0AB2A97DS122341,2013 Porsche 911 Carrera S,116580,2017-02-22 20:49:54.227000000
8189,WP1AD2A24ELA73090,2014 Porsche Cayenne GTS,112100,2017-02-22 21:05:58.967000000
8190,WP1AD2A2XDLA78406,2013 Porsche Cayenne GTS,95550,2017-02-22 21:18:48.247000000
8191,WP1AD2A28ELA71360,2014 Porsche Cayenne GTS,110260,2017-02-22 21:27:20.640000000
8192,WP0AB29963S686047,2003 Porsche 911 Turbo Coupe,123070,2017-02-22 21:40:36.143000000
8193,WP0AB29922S687131,2002 Porsche 911 Turbo Coupe,122110,2017-02-22 21:48:08.557000000
8194,WP1AF2A21DLA23532,2013 Porsche Cayenne Diesel,69845,2017-02-23 01:08:00.733000000
8195,WP0AB2A9XCS720373,2012 Porsche 911 Carrera 4S,116195,2017-02-23 06:14:38.357000000
8196,WP0AB29967S731591,2007 Porsche Carrera S Coupe,93035,2017-02-23 06:50:42.690000000
8197,WP0CD29998S788890,2008 Porsche 911 Turbo Cabriolet,146460,2017-02-23 10:31:35.083000000
8198,WP0AB29905S741255,2005 Porsche Carrera S Coupe,92770,2017-02-23 10:57:27.390000000
8199,WP0AB2A99CS720798,2012 Porsche 911 Carrera S,98245,2017-02-23 11:27:02.427000000
8200,WP1AD29PX9LA66120,2009 Porsche Cayenne GTS Tiptronic,89080,2017-02-23 11:47:59.713000000
8201,WP1AD29P49LA60748,2009 Porsche Cayenne GTS Tiptronic,86045,2017-02-23 11:50:05.980000000
8202,WP1AA2A24DLA07534,2013 Porsche Cayenne Tiptronic,67170,2017-02-23 12:01:17.683000000
8203,WP1AD29PX8LA73132,2008 Porsche Cayenne GTS Tiptronic,86330,2017-02-23 12:03:58.323000000
8204,WP1AB2A21DLA84746,2013 Porsche Cayenne S,87270,2017-02-23 12:40:00.827000000
8205,WP1AD29PX9LA62617,2009 Porsche Cayenne GTS Tiptronic,86595,2017-02-23 13:09:46.923000000
8206,WP0AB29901S686848,2001 Porsche 911 Turbo Coupe,121100,2017-02-23 13:59:33.263000000
8207,WP0AC2A99BS783394,2011 Porsche 911 GT3,131040,2017-02-23 14:29:35.833000000
8208,WP1AB2A25DLA83809,2013 Porsche Cayenne S E2 I,75770,2017-02-23 14:52:24.303000000
8209,WP0CB299X5S765958,2005 Porsche Carrera S Cabriolet,102820,2017-02-23 15:07:53.120000000
8210,WP1AB2A2XDLA83577,2013 Porsche Cayenne S E2 I,82340,2017-02-23 15:10:54.510000000
8211,WP0AC29967S792629,2007 Porsche 911 GT3,118960,2017-02-23 16:21:36.037000000
8212,WP1AB2A2XBLA50060,2011 Porsche Cayenne S E2 I,83320,2017-02-23 18:37:45.500000000
8213,WP1AB2A28ELA58467,2014 Porsche Cayenne S,83370,2017-02-23 19:22:42.417000000
8214,WP1AD2AP3ALA30155,2010 Porsche 9PA,93150,2017-02-23 19:59:22.840000000
8215,WP1AD2A26DLA77091,2013 Porsche Cayenne GTS,101665,2017-02-23 20:14:38.740000000
8216,WP1AD2A23ELA74974,2014 Porsche Cayenne GTS,97965,2017-02-23 20:15:58.373000000
8217,WP1AC2A25BLA88132,2011 Porsche Cayenne Turbo E2,116965,2017-02-23 20:26:46.030000000
8218,WP1AC29P94LA93157,2004 Porsche Cayenne Turbo,97155,2017-02-23 20:45:46.237000000
8219,WP1AC2A2XDLA92681,2013 Porsche Cayenne Turbo,121530,2017-02-23 20:46:50.650000000
8220,WP0BB2A97CS733103,2012 Porsche 911 Targa 4S,126965,2017-02-23 21:32:06.723000000
8221,WP0CB2A96BS754432,2011 Porsche Carrera C4S Cabriolet,124925,2017-02-23 21:34:49.590000000
8222,WP0CB29917S776530,2007 Porsche Carrera C4S Cabriolet,118620,2017-02-23 22:33:20.350000000
8223,WP0AB29936S743180,2006 Porsche Carrera S Coupe,93620,2017-02-24 05:51:11.373000000
8224,WP0AB2A92CS121323,2012 Porsche The new 911 Carrera S,116515,2017-02-24 05:56:40.803000000
8225,WP1AB2A59GLB43606,2016 Porsche Macan S,62525,2017-02-24 07:00:03.013000000
8226,WP1AD2A26ELA75469,2014 Porsche Cayenne GTS,102980,2017-02-24 07:47:09.340000000
8227,WP0AD2A92CS766077,2012 Porsche 911 Turbo S,178090,2017-02-24 11:38:03.897000000
8228,WP0AD2A97CS766494,2012 Porsche 911 Turbo S,171260,2017-02-24 11:57:54.220000000
8229,WP0AA2A78EL011925,2014 Porsche Panamera,83820,2017-02-24 12:45:58.940000000
8230,WP0AB29967S730215,2007 Porsche Carrera S Coupe,95885,2017-02-24 13:55:26.093000000
8231,WP0CB2A95DS154407,2013 Porsche 911 Carrera S Cabriolet,128575,2017-02-24 14:05:01.443000000
8232,WP1AD2A25DLA76224,2013 Porsche Cayenne GTS,105975,2017-02-24 16:16:32.570000000
8233,WP1AD2A24ELA76538,2014 Porsche Cayenne GTS,99500,2017-02-24 16:19:31.260000000
8234,WP1AD2A23ELA70648,2014 Porsche Cayenne GTS,100945,2017-02-24 16:22:27.183000000
8235,WP0AB29992S686008,2002 Porsche 911 Turbo Coupe,120595,2017-02-24 18:06:40.210000000
8236,WP0AA2A99ES106288,2014 Porsche 911 Carrera,100265,2017-02-24 18:28:11.690000000
8237,WP0AD2A91FS166722,2015 Porsche 911 Turbo,163615,2017-02-24 18:42:47.370000000
8238,WP0AB2A89EK193663,2014 Porsche Cayman S,72730,2017-02-24 18:51:49.563000000
8239,WP0AB29996S742132,2006 Porsche Carrera S Coupe,90150,2017-02-24 18:59:29.653000000
8240,WP0AC2A93FS184206,2015 Porsche 911 GT3,149405,2017-02-24 20:31:06.280000000
8241,WP0AB2A99HS124260,2017 Porsche 911 Carrera S,133100,2017-02-24 23:31:38.877000000
8242,WP1AD2A28ELA77854,2014 Porsche Cayenne GTS,101675,2017-02-25 06:13:01.563000000
8243,WP1AD2A28ELA77854,2014 Porsche Cayenne GTS,101675,2017-02-25 06:13:01.567000000
8244,WP1AD2A28ELA77854,2014 Porsche Cayenne GTS,101675,2017-02-25 06:13:03
8245,WP0AD29919S766083,2009 Porsche 911 Turbo Coupe,139360,2017-02-25 06:29:48.317000000
8246,WP0CB2A94ES154657,2014 Porsche 911 Carrera S Cabriolet,126295,2017-02-25 08:00:55.543000000
8247,WP1AF2A22ELA34296,2014 Porsche Cayenne Diesel,72330,2017-02-25 10:14:38.970000000
8248,WP0AA299X1S622335,2001 Porsche 911 Carrera Coupe,83165,2017-02-25 10:31:52.337000000
8249,WP0AB29982S685299,2002 Porsche 911 Turbo Coupe,118895,2017-02-25 10:35:14.107000000
8250,WP1AC2A23BLA87559,2011 Porsche Cayenne Turbo E2,121390,2017-02-25 10:51:19.827000000
8251,WP1AC2A20DLA92608,2013 Porsche Cayenne Turbo,119880,2017-02-25 10:57:24.220000000
8252,WP1AC2A24DLA93003,2013 Porsche Cayenne Turbo E2,139040,2017-02-25 10:59:17.740000000
8253,WP0AB29972S686573,2002 Porsche 911 Turbo Coupe,126450,2017-02-25 11:40:40.900000000
8254,WP0AD29987S785064,2007 Porsche 911 Turbo Coupe,135465,2017-02-25 11:57:58.640000000
8255,WP0AB2A7XBL061508,2011 Porsche Panamera 4S,107350,2017-02-25 14:46:56.800000000
8256,WP0AA2A9XES107501,2014 Porsche 911 Carrera,88435,2017-02-25 15:41:29.520000000
8257,WP1AB2A55GLB49273,2016 Porsche Macan S,66520,2017-02-25 15:52:59.073000000
8258,WP1AB2A55GLB49273,2016 Porsche Macan S,66520,2017-02-25 15:52:59.183000000
8259,WP1AB2A55GLB56675,2016 Porsche Macan S,60105,2017-02-25 15:58:01.557000000
8260,WP1AD29P98LA73316,2008 Porsche Cayenne GTS Tiptronic,83930,2017-02-25 16:10:14.293000000
8261,WP1AB2A55GLB59012,2016 Porsche Macan S,65720,2017-02-25 16:13:15.400000000
8262,WP0CD29978S789763,2008 Porsche 911 Turbo Cabriolet,150545,2017-02-25 16:14:39.093000000
8263,WP1AB2A54GLB56991,2016 Porsche Macan S,72745,2017-02-25 16:15:06.957000000
8264,WP1AB2A57GLB58041,2016 Porsche Macan S,67075,2017-02-25 16:16:35.377000000
8265,WP1AB2A54GLB56795,2016 Porsche Macan S,63475,2017-02-25 16:18:06.353000000
8266,WP1AB2A55GLB40511,2016 Porsche Macan S,66440,2017-02-25 16:19:50.140000000
8267,WP1AB2A57GLB55043,2016 Porsche Macan S,59790,2017-02-25 16:21:38.063000000
8268,WP1AB2A56GLB52179,2016 Porsche Macan S,66350,2017-02-25 16:23:30.970000000
8269,WP1AB2A53GLB46856,2016 Porsche Macan S,69965,2017-02-25 16:25:59.783000000
8270,WP1AD2AP8ALA40003,2010 Porsche 9PA,88225,2017-02-25 16:26:40.113000000
8271,WP1AB2A56GLB41165,2016 Porsche Macan S,63440,2017-02-25 16:34:16.160000000
8272,WP1AB2A5XGLB55182,2016 Porsche Macan S,64930,2017-02-25 16:38:16.963000000
8273,WP1AB2AP3ALA50573,2010 Porsche Cayenne S,73510,2017-02-25 16:45:55.727000000
8274,WP1AD29P78LA71385,2008 Porsche Cayenne GTS Tiptronic,89710,2017-02-25 16:53:38.593000000
8275,WP1AF2A20DLA21903,2013 Porsche Cayenne Diesel,78865,2017-02-25 20:15:04.347000000
8276,WP0AB2A98BS720662,2011 Porsche Carrera 4S Coupe,114810,2017-02-25 20:54:46.937000000
8277,WP0AD2A91BS766618,2011 Porsche 911 Turbo Coupe,153470,2017-02-25 20:55:33.390000000
8278,WP1AD2A21ELA75203,2014 Porsche Cayenne GTS,108225,2017-02-25 21:01:05.383000000
8279,WP0AF2A90GS192692,2016 Porsche 911 GT3 RS,227005,2017-02-25 23:09:10.803000000
